Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6	Defaut_de_paiement
5238	2	2	2	37	-1	-1	-1	-1	-1	-1	46	110	133	18	133	60	110	133	18	133	60	40	0
1905	1	2	2	29	0	0	0	0	0	0	283	293	295	342	349	98	31	25	48	9	4	24	0
3095	2	2	1	34	0	0	0	0	0	0	2378	2406	2493	2511	2565	2619	88	126	95	95	95	145	0
5952	2	2	1	28	2	0	0	0	2	0	672	702	750	811	791	825	48	60	74	0	48	190	1
8571	2	2	2	26	0	0	0	0	0	0	407	426	1607	1640	1676	1709	33	1190	60	64	63	67	0
476	1	2	2	34	0	0	0	0	0	-1	327	361	364	321	404	307	48	48	24	119	307	14	0
1905	2	2	1	30	0	0	0	0	0	0	1978	1873	1843	1270	1280	1215	76	73	71	48	48	202	0
1190	1	2	2	30	-1	2	2	-2	-2	-2	19	19	0	0	0	0	0	0	0	0	0	0	1
10000	2	1	1	39	0	0	0	0	0	0	7113	7261	7434	7520	6557	6637	310	333	267	238	193	166	1
476	2	1	2	24	0	0	0	0	0	0	408	435	456	412	404	302	40	36	20	24	24	12	0
7143	2	3	3	53	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1667	2	1	2	25	0	0	2	2	2	0	881	952	930	990	931	960	93	0	83	0	48	43	1
2857	2	2	2	25	1	-2	-1	-1	-1	-2	0	0	290	37	0	0	0	290	37	0	0	0	1
3571	1	1	1	49	0	0	0	2	0	0	491	515	584	566	578	586	32	78	0	24	18	16	0
9286	1	1	1	29	-2	-2	-2	-2	-2	-2	14	64	28	46	118	71	64	28	46	119	71	370	0
5476	1	2	1	36	0	0	0	0	0	0	5195	5182	4796	4595	2620	2401	187	185	149	60	62	31	0
3333	1	3	1	36	0	0	0	0	0	0	2395	1866	2179	2163	2110	2106	71	714	95	95	81	79	0
476	1	2	1	62	2	0	0	0	0	0	425	446	461	462	279	0	35	33	16	15	0	0	1
3810	1	2	2	37	0	0	0	0	0	0	2837	2819	2799	2697	2683	2665	143	143	86	91	95	79	0
3810	1	3	2	42	0	0	2	2	2	2	1042	1116	1092	1162	1182	1160	98	0	95	40	0	48	0
1667	2	2	2	29	0	0	0	0	0	0	482	1549	1468	1495	1365	1272	1191	55	53	49	48	51	0
8333	2	1	1	32	-1	-1	-2	-2	-2	-2	729	1429	170	237	527	116	1438	170	237	527	116	0	1
8571	1	1	1	51	0	0	0	0	0	0	8410	8038	8132	8356	8473	5024	329	293	357	327	183	190	0
7143	1	1	2	30	-2	-2	-2	-2	-2	-2	21	21	21	26	0	2	21	21	26	0	2	2	0
4286	2	1	1	30	0	0	0	0	0	2	3549	3627	3721	3837	4100	3547	179	190	214	333	0	131	1
11905	1	1	2	28	-2	-2	-2	-1	2	-1	408	0	0	27	23	161	0	0	27	0	161	119	0
6190	2	1	1	39	-2	-2	-2	-2	-2	-2	141	90	34	57	49	76	90	35	58	49	76	47	1
476	1	2	2	30	0	0	0	0	0	0	477	452	460	470	471	248	33	27	13	15	14	0	0
1905	1	2	1	49	0	0	0	0	-1	-1	140	167	206	246	8	60	48	48	48	8	60	8	0
8571	1	2	1	27	3	2	2	0	0	0	5837	5823	3734	1520	1534	211	190	0	64	71	24	26	1
7143	2	1	2	28	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
714	1	2	2	30	-1	0	0	0	0	0	663	683	705	721	584	546	38	36	24	24	24	24	0
1905	1	1	2	37	0	0	0	0	0	0	1632	1647	1712	1703	1746	1791	71	79	52	57	60	57	0
1667	1	2	2	32	0	0	0	0	0	0	1595	1638	1443	681	583	439	72	54	20	19	19	48	0
1905	1	3	1	55	0	0	0	0	0	0	1900	1942	1805	1185	1224	1157	595	183	207	71	307	71	0
4762	2	1	2	25	-1	-1	-1	-1	-1	-1	213	17	15	122	287	118	17	15	122	287	118	212	0
4762	2	1	1	34	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
4286	2	3	2	30	-1	-1	-1	-1	-1	-2	41	162	0	76	64	0	162	0	76	64	0	133	0
476	2	3	1	43	2	0	0	0	0	0	436	446	462	481	473	103	31	36	30	11	4	5	1
3333	2	2	2	27	0	0	0	0	0	0	3260	3331	3392	3381	3330	3353	124	143	131	140	124	119	0
1429	1	2	2	35	0	0	0	0	2	0	824	848	874	930	887	905	45	46	79	0	34	31	0
2857	2	2	1	34	0	-1	-1	-1	-1	-1	202	97	152	108	207	36	97	152	108	207	36	36	0
1190	1	2	2	25	0	0	0	0	0	2	701	736	765	800	907	890	48	48	48	121	0	95	0
476	1	3	2	25	0	0	0	0	0	0	326	343	376	380	387	395	30	38	17	18	18	19	0
4762	2	2	1	30	0	0	0	0	0	0	1786	1834	1907	1959	2026	2068	76	100	102	119	76	77	0
2381	1	2	1	47	0	0	2	0	0	2	1584	1709	1646	1531	1615	1575	167	0	60	131	0	71	0
476	1	2	1	49	2	2	2	2	0	0	319	316	457	440	432	454	10	147	0	11	24	10	1
1190	1	1	2	36	0	0	0	0	0	0	1185	1163	1140	1177	1158	1170	50	48	60	57	48	47	0
9524	2	3	1	40	-1	-1	0	-1	-1	-2	644	670	742	839	34	116	672	803	890	34	116	132	0
3571	2	3	1	45	0	0	0	0	0	0	3367	3443	3515	3084	3148	3211	130	135	110	114	115	119	1
5714	2	1	2	46	2	2	-2	-1	0	-1	11	0	0	53	40	54	0	0	53	0	54	73	0
1429	2	2	2	23	0	0	0	0	0	0	1087	1115	1124	467	457	460	46	31	16	16	19	20	0
2381	2	3	1	50	2	2	2	2	-1	0	2798	2632	2375	2380	1691	1589	112	0	71	2452	60	71	1
476	2	2	2	21	1	3	2	2	-1	-1	500	482	231	0	164	0	1	0	119	327	0	0	1
8571	1	3	1	53	0	0	0	0	0	0	206	197	214	164	133	147	31	36	17	17	14	48	0
1667	2	1	1	25	1	-2	-2	-1	2	-1	0	0	0	9	6	81	0	0	9	0	81	25	0
10952	1	2	1	31	0	0	0	-1	-1	-2	2867	2932	0	149	0	0	143	0	149	0	0	0	0
3810	1	2	2	37	0	0	0	0	0	0	3340	3176	3086	2771	2715	2661	120	119	99	107	107	95	0
3095	1	2	2	30	0	0	0	0	-1	0	1670	255	95	180	2992	3058	26	48	119	3048	112	110	0
2381	1	2	2	33	1	-2	-2	-2	-1	0	0	0	0	0	1897	1897	0	0	0	1897	79	76	0
11905	2	2	1	42	0	0	0	0	0	0	10267	10483	8135	1822	1839	1826	420	352	71	71	68	57	0
476	2	1	2	22	0	0	0	0	0	0	377	364	387	399	328	446	38	37	24	24	126	0	0
6667	1	1	1	50	3	5	4	3	2	0	7808	7654	7498	4201	3667	3198	0	0	12	0	149	54	0
5714	1	1	1	36	0	0	0	0	2	2	347	369	411	439	429	462	36	48	36	0	40	17	0
6905	2	2	2	28	0	0	0	0	0	0	3185	3283	2973	2814	2888	2955	150	143	119	119	119	119	0
8333	2	2	2	37	0	0	0	0	0	0	3051	2803	1237	1100	835	298	96	40	36	48	12	48	0
238	2	2	2	23	1	2	3	3	2	0	136	177	194	188	181	190	48	24	0	0	12	21	1
714	2	3	1	40	2	0	0	0	0	0	662	657	682	704	715	700	42	43	42	29	29	26	1
7619	2	1	2	43	0	0	0	0	0	0	826	1818	1384	1684	1861	1676	1200	476	476	357	952	952	0
1905	1	1	2	31	-1	-1	0	0	0	0	426	1562	1525	1145	1158	1078	1562	49	48	48	48	48	0
5000	1	2	1	66	-1	2	-1	-1	-1	0	19	9	9	9	19	9	0	19	9	19	0	9	1
4762	2	2	1	36	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
3095	2	1	2	27	0	0	0	0	0	0	3051	2616	2575	2442	2167	1967	95	96	96	74	107	128	0
714	1	3	1	53	1	2	2	2	2	2	437	482	468	517	501	565	60	0	57	0	71	0	1
1905	2	2	2	27	1	2	2	2	2	-2	97	92	193	187	0	0	0	107	0	0	0	0	0
1667	2	1	2	24	0	0	0	0	0	0	1570	1605	1634	1640	1671	1618	75	71	54	57	56	57	0
5000	2	2	1	35	0	0	0	0	0	0	1541	1588	1633	1668	1707	1742	71	71	62	67	67	69	0
4286	2	1	2	29	0	0	0	0	0	0	2932	3002	1859	1208	1144	1135	124	72	83	64	65	48	0
2619	2	2	2	59	2	0	0	0	0	0	2133	3008	1408	1361	1290	1233	58	91	44	44	44	39	0
10000	2	1	2	30	0	0	0	0	-1	-1	823	867	176	0	289	4	238	49	0	289	4	10	0
7143	2	1	2	30	-1	-1	-1	-1	0	0	12	5	5	62	49	32	5	5	62	0	0	0	0
1190	2	1	2	26	1	-2	-2	-1	0	0	0	0	0	166	175	166	0	0	166	12	24	12	0
2143	2	2	2	28	0	0	0	0	0	0	979	923	915	896	861	804	48	44	32	25	25	36	0
5476	2	2	2	30	-2	-1	0	0	0	0	0	1512	1425	1452	1413	1693	1512	55	52	52	595	57	0
1429	1	1	1	38	2	2	2	0	0	0	1412	1440	1399	1176	915	914	64	0	50	38	38	38	0
10000	1	2	2	44	0	0	0	0	0	0	324	310	219	332	244	481	48	119	119	119	238	238	0
1190	2	2	2	30	0	0	0	0	0	0	1114	1102	1031	350	466	356	52	47	27	119	24	10	1
6667	2	1	1	41	0	0	0	0	0	0	2375	1934	1933	1964	1182	1108	71	72	119	48	40	48	0
5476	1	1	2	59	1	-2	-2	-2	-1	-1	0	0	0	0	41	0	0	0	0	41	0	0	0
1905	1	1	2	44	0	0	0	0	0	0	1837	1845	1844	1597	1435	1337	71	65	53	95	48	50	0
7143	1	1	1	58	1	2	2	2	2	2	3767	3815	3718	3942	4030	4114	143	0	286	155	155	155	1
5000	1	1	1	28	0	0	0	0	0	0	2968	4786	3452	3214	3249	3330	3459	121	119	119	121	119	0
1667	2	1	2	24	0	0	0	0	0	0	1635	1623	1656	1605	1594	1590	74	75	62	61	71	83	0
4524	2	2	2	28	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	20	0
1429	2	1	2	33	1	2	0	0	0	0	280	269	305	340	362	389	0	48	48	36	36	36	0
476	2	2	2	23	0	0	0	0	2	2	275	311	341	371	362	408	48	36	36	0	52	0	1
5476	2	3	1	39	1	2	-1	2	-1	0	155	114	116	8	8	8	0	116	0	15	0	59	0
2143	2	1	2	33	0	0	0	0	0	0	1332	1360	1423	1470	1515	1296	50	95	71	71	55	48	0
476	2	1	2	25	1	-1	-1	-2	-1	0	60	413	0	5	428	428	414	0	5	428	0	52	1
3333	2	2	1	35	-1	-1	-1	-1	-1	-1	8	8	153	101	8	8	8	160	101	8	8	12	0
3810	2	1	2	27	0	0	-2	-1	-1	-1	315	0	143	378	99	49	0	143	378	99	49	282	0
476	1	1	1	49	-1	-1	-1	-1	-2	-2	25	0	133	0	0	0	0	133	0	0	0	0	0
2143	2	3	2	25	0	0	0	0	0	0	1781	1365	1188	887	787	735	57	36	48	36	36	36	0
1190	1	2	1	40	0	0	0	0	0	0	1168	1179	1048	1056	461	461	40	46	31	16	16	24	0
1667	1	3	2	27	2	2	2	3	3	2	1381	1345	1515	1536	1497	1529	0	193	60	0	60	58	1
4762	1	1	1	44	-1	-1	-2	-2	-2	-2	16	0	0	0	0	0	0	0	0	0	0	0	0
2381	2	2	1	38	0	0	0	0	0	2	2021	2062	2100	2129	2283	2216	95	107	83	190	95	0	0
5476	2	2	1	44	-2	-2	-2	-2	-1	0	334	215	285	159	285	206	218	287	160	285	1	212	0
3571	1	2	2	28	2	0	0	0	0	0	3526	3425	3159	2054	2105	2157	190	126	83	119	95	71	0
4286	1	2	2	27	0	0	0	0	0	0	1234	160	155	2484	2521	2543	36	48	2381	107	120	48	0
714	1	2	2	24	-1	-1	-1	0	0	-2	9	9	19	19	0	0	9	19	0	0	0	0	1
8571	2	1	2	27	1	-2	-1	-1	-1	-1	0	0	20	0	30	4	0	20	0	30	4	47	0
7381	2	2	2	38	-1	-1	-1	-1	0	0	30	87	66	75	44	127	87	66	75	0	127	34	0
238	2	2	2	22	-1	-1	2	0	0	2	87	176	160	106	158	145	95	0	48	71	0	92	0
1905	2	2	1	35	0	0	-2	-2	-2	-2	1833	0	0	0	0	0	0	0	0	0	0	0	0
4286	2	2	2	30	0	0	0	0	0	0	3544	3234	3301	3114	2888	2951	155	167	157	112	121	112	0
714	2	1	1	34	-2	-2	-2	-2	-2	-2	78	119	125	119	50	47	119	125	119	50	47	48	0
714	1	2	2	33	0	0	0	0	0	0	713	727	718	710	335	0	690	29	15	48	0	0	0
8571	2	1	1	35	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
714	2	3	2	45	0	0	0	0	-1	-1	681	555	466	439	370	0	32	31	99	370	0	0	0
3571	1	2	1	40	0	0	0	0	0	0	3374	3448	3279	3334	3442	3184	167	167	143	167	120	214	0
3810	2	1	1	45	0	0	0	0	0	0	2590	2642	2738	2760	2562	2619	95	138	106	92	98	110	0
1905	2	3	2	51	0	0	0	0	0	0	1845	1853	1852	1917	561	599	71	72	95	48	48	48	0
3095	2	1	2	29	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	31	0
1429	1	1	2	29	-1	2	-1	-1	2	2	13	6	11	28	17	24	0	12	24	0	14	0	1
3333	1	2	1	34	-1	-1	-1	-1	-1	-1	17	17	17	261	17	17	17	17	261	17	17	7	1
1429	2	1	2	28	2	2	2	2	2	2	1040	1016	1086	1061	1130	1108	0	86	0	86	0	95	1
4762	2	4	2	40	0	0	0	0	0	0	4800	4723	3633	2514	1759	4726	240	160	131	107	3038	179	0
4762	2	1	2	29	1	-2	-1	-1	-2	-1	0	0	835	0	0	138	0	835	398	0	138	0	1
5952	2	2	1	49	0	0	0	0	0	0	978	759	2468	2178	1985	1606	119	2238	71	167	476	715	0
2619	1	2	1	30	0	0	2	0	0	0	2403	2509	1241	1269	1287	1305	167	0	49	60	52	51	1
4048	1	2	1	37	0	0	0	0	0	0	3910	3979	3939	2859	2939	2564	191	148	102	119	95	95	0
714	1	1	2	56	2	0	0	0	0	0	644	661	684	698	691	688	35	34	24	25	29	30	0
1905	2	2	1	29	0	0	0	0	0	0	466	434	427	350	297	272	39	38	34	24	24	24	0
5714	2	4	1	59	0	0	0	0	0	0	5569	5605	5632	5740	3487	3150	199	238	238	238	119	476	0
11905	2	2	1	31	1	-1	-1	-1	0	0	0	128	98	1062	1057	121	128	98	1062	0	0	75	0
476	1	3	2	40	0	0	0	0	0	-1	419	450	832	223	229	19	38	29	30	12	37	0	1
1667	2	2	2	24	-2	-2	-2	-1	-1	0	1522	1265	1073	162	690	692	57	48	24	734	23	21	0
476	1	3	1	44	0	0	0	0	0	0	440	455	469	469	469	473	32	31	16	17	20	24	0
5000	1	3	2	32	0	0	0	0	0	0	2489	2516	2582	1644	1700	1748	102	119	71	83	83	71	0
6667	1	2	1	34	0	0	0	0	0	0	1315	1325	1225	816	871	794	62	43	33	94	73	16	0
5238	2	2	1	25	0	0	0	0	0	0	3398	6443	1254	553	431	644	171	76	29	24	595	48	0
1190	1	1	2	30	2	2	2	-1	2	2	100	123	88	14	11	64	55	0	17	0	55	0	1
4762	1	1	2	29	1	-2	-1	2	0	-1	0	0	56	43	43	8	0	56	0	0	8	61	1
238	1	3	1	42	1	2	0	-1	0	0	145	163	183	221	188	209	24	24	226	12	24	24	0
6190	1	2	2	27	0	0	0	0	0	0	3594	3554	3614	3218	2964	2565	131	120	119	119	93	77	0
1190	2	2	1	37	0	0	0	0	-1	-1	292	283	277	263	32	2	28	30	24	32	2	32	0
3333	2	1	2	27	0	0	0	0	-1	-1	240	251	278	271	18	25	48	48	24	18	25	14	0
13333	2	2	1	28	-2	-2	-2	-2	-2	-2	65	65	65	65	41	662	65	65	65	41	662	36	0
4286	1	2	1	55	-1	-1	-1	-1	-1	0	163	13	252	0	226	226	13	252	0	226	0	110	1
4762	2	2	2	41	-2	-1	-1	-1	-1	0	359	41	24	43	1727	2166	41	24	43	1734	721	1429	0
5238	1	1	1	47	0	0	0	0	0	0	2029	1654	1658	1625	1457	1452	76	69	58	55	57	54	0
4762	1	2	2	33	-1	-1	-1	-1	-1	-1	430	9	493	9	9	9	9	493	9	9	9	13	1
1190	2	3	1	40	0	0	2	2	-2	-2	1161	1268	1224	0	0	0	126	0	0	0	0	0	0
1190	1	2	2	25	0	0	2	0	0	0	150	190	203	208	213	217	43	19	12	12	12	10	1
2381	2	2	1	32	0	0	0	0	0	0	2355	1449	1444	1389	1354	1089	65	114	48	48	48	48	0
1905	2	3	2	54	0	0	0	-1	-1	-1	286	250	290	95	0	95	90	143	155	0	95	0	0
1190	2	2	2	26	0	0	-1	0	-1	0	1167	1184	19	9	20	440	57	19	0	20	429	24	0
5952	2	2	1	31	0	0	0	0	0	0	2455	2443	2312	2358	2402	2412	95	107	119	95	119	105	0
11905	1	1	2	28	0	0	0	0	0	0	1420	1176	1144	1217	1175	968	1024	72	239	73	72	48	0
1190	2	1	2	24	0	0	0	2	0	0	649	674	760	740	758	775	43	105	0	33	33	33	0
1429	2	3	2	32	0	0	0	0	0	0	1489	641	666	679	673	694	36	36	24	36	36	25	0
3333	1	1	1	43	-1	-1	-1	-1	-1	-1	35	45	30	45	35	35	45	30	45	35	35	25	0
1190	1	3	2	30	0	0	0	0	0	0	1041	1071	1113	1129	1136	1178	48	60	48	48	60	48	0
4286	2	1	2	28	0	0	0	0	0	0	152	300	445	581	695	174	167	167	167	167	119	8	0
8810	1	1	1	40	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
1905	2	3	2	25	0	0	0	0	0	0	1905	1875	1827	1675	1536	1231	72	64	55	60	48	33	0
6667	2	1	1	29	0	0	0	0	0	0	1388	1453	1492	1517	1379	1408	95	71	55	50	60	48	0
1190	2	3	1	27	0	0	0	0	0	0	711	722	634	485	372	292	107	48	49	15	12	9	0
1667	2	3	1	56	0	0	-2	-2	-2	-1	404	0	0	0	0	24	119	0	0	0	24	42	0
11905	1	1	1	37	0	0	2	0	0	0	11308	12073	11713	10253	8968	8491	953	8	364	289	293	336	0
2381	2	2	1	31	2	2	0	0	0	2	419	406	456	460	497	485	0	64	19	48	0	24	0
10000	1	1	1	46	2	2	0	0	0	0	10404	10207	10127	8449	8407	8422	0	383	310	335	2647	269	0
1190	2	2	2	38	0	0	0	0	0	0	927	940	911	710	445	462	60	48	71	95	24	24	0
1190	2	3	1	58	0	0	0	0	0	0	1191	439	460	380	357	462	33	29	16	48	119	24	0
5238	2	2	1	40	1	-2	-2	-2	-2	-2	199	344	162	155	121	131	346	163	156	122	132	239	0
3571	1	1	1	40	-2	-1	-1	-1	0	0	0	24	24	838	857	401	24	24	838	48	432	4500	0
9048	1	2	1	31	-1	-1	-1	-1	-1	-1	161	188	230	282	313	112	190	231	284	314	112	223	0
714	2	2	2	22	0	-1	-1	-1	-1	-2	75	132	79	75	72	77	133	79	75	72	80	70	0
10238	2	2	2	27	-2	-2	-2	-2	-2	-2	6	6	98	105	499	371	42	98	13	500	60	12	1
714	2	3	2	39	0	0	0	0	0	0	678	531	1152	619	645	670	48	71	71	36	36	54	0
476	2	1	3	51	-1	-1	-1	-1	-1	-1	88	0	13	19	60	0	0	13	19	60	0	0	0
476	2	2	2	22	3	4	3	2	0	0	532	517	502	484	475	475	0	0	0	11	11	6	1
714	2	2	2	21	2	0	0	2	-1	-1	553	581	612	613	4	0	41	52	24	4	0	0	1
3810	2	1	2	33	-1	-1	-1	-1	-2	-2	146	23	265	63	341	394	23	274	64	347	396	43	0
1667	2	2	2	25	2	0	0	0	0	0	1108	1139	1161	1189	1217	1245	49	48	48	48	48	50	1
1190	1	1	2	49	0	0	0	0	0	0	602	648	565	463	467	471	71	72	16	24	17	16	0
1190	1	1	2	35	0	0	0	0	-1	0	1172	632	1284	0	1133	1152	38	24	60	1133	40	48	0
8333	1	1	1	70	0	0	0	0	0	0	2543	2402	1672	1544	1371	1085	95	80	50	72	31	36	0
6905	2	3	2	29	0	0	0	0	0	0	6662	6652	6743	6748	6793	6845	238	262	238	238	262	262	0
2857	2	2	2	28	0	0	0	0	-2	-2	1155	1159	151	0	0	0	39	24	32	0	0	0	0
1190	2	3	2	44	2	2	2	2	2	2	976	1003	980	1039	1063	1043	50	0	83	48	0	48	1
7857	1	2	1	43	-1	-1	-1	0	0	-1	314	234	368	1072	1541	90	235	368	834	714	92	604	0
476	2	2	2	22	0	0	0	0	0	0	430	437	458	429	444	376	40	36	24	24	24	24	0
476	1	2	2	43	0	0	2	0	0	0	329	367	377	401	409	418	43	24	30	15	15	56	1
1429	2	1	2	25	0	0	0	0	0	0	1361	1394	1443	932	943	937	71	90	79	45	38	36	0
238	1	2	2	34	0	0	0	0	0	0	193	217	241	246	251	448	27	52	9	9	10	5	0
7381	2	1	1	47	-2	-2	-2	-2	-2	-2	124	155	138	185	293	336	71	24	95	119	119	119	0
4286	1	1	2	29	-2	-1	-1	-1	-2	-2	0	7	18	0	0	0	7	18	0	0	0	0	1
714	2	3	1	55	1	2	0	0	0	0	732	697	724	709	723	718	0	38	38	33	28	62	1
1429	2	2	2	23	0	0	0	0	0	0	1438	1318	2651	461	470	482	55	60	20	21	24	10	1
3571	1	4	1	40	-1	-1	-1	-1	0	-1	7	7	7	10	10	21	7	7	10	7	21	0	0
4762	2	2	2	32	-1	-1	2	-1	0	-1	54	7	7	328	126	22	7	0	328	0	22	158	0
1429	1	3	2	34	-1	-1	-1	-1	-1	-1	8	8	8	8	11	8	8	8	8	11	8	8	1
2619	2	2	2	39	0	0	0	0	0	0	2600	2659	2664	2656	2664	2642	101	101	100	102	99	100	0
2857	2	2	2	27	2	2	2	2	2	2	2873	2933	2853	2970	2367	2422	143	0	202	0	270	88	1
1905	2	2	1	41	0	0	0	2	0	0	1858	1408	1454	1338	614	588	51	138	3	24	20	46	0
6667	1	1	1	45	2	2	2	2	2	2	59	59	59	59	59	59	0	0	0	0	0	0	1
5476	2	2	2	40	0	0	-1	-1	-1	-1	3910	3838	40	29	205	93	169	42	29	205	93	167	0
8571	2	2	1	47	-1	-1	-1	-1	0	0	10	86	182	1343	1045	519	86	182	1343	0	0	288	0
5476	2	1	2	29	0	0	0	0	0	0	1504	1540	1569	1587	1616	1648	74	71	55	55	60	55	0
6905	1	1	2	36	0	0	0	0	0	0	5130	5302	5077	3023	2466	1347	262	226	95	72	48	48	0
5714	2	2	2	35	0	0	0	-2	-2	-2	375	307	0	0	0	0	24	0	0	0	0	0	0
714	2	1	2	25	0	0	3	2	2	2	588	690	672	654	702	718	119	0	0	59	31	114	0
4286	2	1	2	44	0	0	2	0	0	0	183	238	190	213	150	111	59	0	28	3	3	6	1
6190	2	1	1	37	0	0	0	0	0	0	4166	3849	3721	3720	2869	2920	238	190	120	119	119	238	0
1905	1	1	1	44	-1	-1	-1	-1	0	-1	25	0	4	228	16	17	0	4	228	0	17	17	0
5476	2	2	2	35	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
11190	1	1	1	39	-1	0	0	0	0	0	1892	1786	1151	1082	1092	504	56	37	25	48	19	119	0
5952	2	1	1	44	-2	-2	-2	-2	-2	-1	118	129	189	43	38	299	129	189	43	38	299	103	0
5000	2	2	1	36	-1	-1	0	-1	-1	-1	68	191	258	128	28	37	191	143	128	28	37	45	0
1190	1	2	1	42	-2	-2	-2	-2	-1	0	35	35	52	0	471	474	35	52	0	471	15	7	0
476	2	1	2	22	0	0	0	0	0	0	403	426	477	440	420	94	83	58	48	9	2	56	0
2619	2	1	2	33	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	18	0
5000	2	3	1	33	0	0	0	0	0	2	752	780	807	834	892	874	48	48	48	71	0	17	0
476	2	1	2	22	0	0	0	0	0	0	438	470	442	419	285	227	48	33	33	24	11	36	0
6190	2	2	1	42	0	0	0	0	0	2	1192	1291	1179	444	793	777	119	63	19	357	0	238	0
2143	2	3	1	40	1	2	2	2	2	2	964	988	1012	1024	993	1047	48	48	43	0	82	41	0
3571	2	2	1	29	2	0	0	0	2	2	2934	3007	3104	3292	3346	2821	119	143	250	119	4	2	1
1429	1	2	2	26	0	0	0	0	0	0	1383	1406	1367	1327	642	687	54	55	49	48	71	27	1
4762	2	2	1	27	0	0	0	0	0	0	3743	3817	3860	3939	4017	4105	171	140	143	144	153	150	0
476	2	1	2	22	-1	-1	-1	-1	-1	-1	63	0	199	10	40	186	0	199	10	40	186	234	0
714	1	2	2	28	1	-1	-1	-2	-2	-2	0	19	0	0	0	0	19	0	0	0	0	0	1
2143	1	3	1	38	2	2	2	0	0	0	685	700	679	718	411	363	33	0	49	24	24	8	0
3810	1	1	1	40	0	0	0	0	0	0	656	675	600	860	517	189	119	119	343	238	95	0	0
2857	2	1	2	28	0	0	0	2	0	0	1809	1862	1966	1864	1903	1941	82	149	0	69	70	148	1
7381	2	2	2	26	0	0	0	0	0	0	2088	2231	1991	1932	1798	1751	218	66	96	64	63	63	0
2857	1	2	2	34	1	2	2	3	2	0	1089	1112	1182	1156	1135	1160	48	95	0	0	48	48	1
5714	2	2	1	35	-2	-2	-2	-2	-2	-2	128	176	117	134	61	98	176	117	134	62	98	118	0
3333	2	2	1	28	0	0	0	0	0	0	3126	3192	3234	2020	2066	2114	167	139	91	89	91	113	0
714	1	1	1	38	0	0	2	0	0	0	653	692	697	697	692	682	57	29	14	14	14	0	0
7857	2	1	1	36	-1	-1	2	-1	-1	-1	71	1	1	588	69	339	1	0	592	69	339	166	0
476	1	3	2	28	-1	2	2	2	0	0	84	102	121	115	161	229	24	24	0	48	71	48	1
8333	1	1	1	57	0	0	0	0	0	0	6255	6422	6264	6425	6471	6577	274	429	262	274	333	286	0
714	1	3	2	44	2	2	2	0	0	0	674	732	707	693	708	0	86	0	14	14	0	0	0
6190	1	1	2	29	0	0	0	0	0	0	3053	2403	2204	2144	2114	2650	405	143	119	155	595	95	0
3810	1	2	1	43	0	0	0	0	0	0	1656	1724	1798	1881	1926	1479	95	119	238	95	71	143	0
3095	2	2	1	34	0	0	0	0	-2	-2	985	582	374	0	0	0	73	25	0	0	0	0	0
1667	2	2	1	37	0	0	0	0	0	0	1185	1205	1133	1155	1180	1216	48	60	48	48	60	49	1
2619	2	4	2	32	3	2	0	0	0	0	2611	2336	2271	1891	1857	1850	83	84	79	72	72	95	0
2619	1	2	2	27	0	0	0	0	0	0	708	756	791	825	919	975	60	48	48	107	95	36	0
8571	1	1	2	36	0	0	0	0	0	-1	6103	5864	5041	1168	459	443	286	227	50	221	446	460	0
714	2	2	1	26	2	2	2	2	2	2	723	737	730	711	728	664	43	49	0	55	0	57	1
4762	1	1	1	59	0	0	0	2	2	2	646	669	721	703	747	760	40	71	0	60	29	0	0
1190	1	2	3	49	0	0	0	0	2	0	578	559	555	537	466	482	36	36	51	0	24	24	0
8571	1	2	2	38	-2	-2	-2	-2	-1	0	0	0	0	0	76	4228	0	0	0	76	4214	119	0
2857	2	1	1	39	0	0	0	0	0	-1	1230	721	592	702	656	347	238	143	119	180	347	41	0
5714	2	2	1	38	0	0	0	0	0	0	5524	4827	4755	4852	4953	5241	239	184	185	191	377	214	0
1190	2	3	2	51	0	0	0	0	0	0	635	641	654	654	658	663	42	41	26	27	28	24	1
476	2	3	2	33	0	0	0	0	0	0	477	482	456	462	470	477	31	33	31	24	24	24	0
1190	1	2	2	43	0	0	0	0	0	0	1208	1204	1178	953	248	215	46	46	60	12	12	24	0
